Sibling Pair ID,Sister Name,Brother Name,Sister's Demand,Rakhi Type,Rakhi Tying Speed (sec),Brother's Gift,Sister's Emotion,Brother's Reaction,Celebration Location,Sweet Shared,Year
SB-1823,Valerie,John,Books,Kundan Rakhi,35.23,Backpack,Sentimental,Happy,Mall,Jalebi,2024
SB-1824,Teresa,Jose,Trip to Goa,Lumba Rakhi,7.44,Gift Card,Angry,Happy,College Hostel,Peda,2024
SB-1825,Michele,Mark,Headphones,Eco-friendly Rakhi,32.42,Bluetooth Speaker,Angry,Happy,Online Video Call,Gulab Jamun,2023
SB-1826,Emily,Thomas,Perfume,Cartoon Rakhi,40.5,Gift Card,Angry,Happy,Office,Gulab Jamun,2024
SB-1827,Cynthia,Michael,Fitness Tracker,Bracelet Rakhi,9.12,Cash,Playful,Grateful,Cafe,Peda,2025
SB-1828,Tara,Thomas,Gold Ring,Kundan Rakhi,18.81,Gift Card,Happy,Shocked,Office,Ladoo,2024
SB-1829,Jody,Joseph,Fitness Tracker,Zardosi Rakhi,10.52,Wrist Watch,Happy,Grateful,Cafe,Barfi,2024
SB-1830,Toni,Andrew,Headphones,Cartoon Rakhi,20.58,Gift Card,Happy,Nervous,Online Video Call,Rasgulla,2024
SB-1831,Jessica,Kyle,Makeup Kit,Cartoon Rakhi,27.88,Custom T-shirt,Angry,Happy,Mall,Jalebi,2025
SB-1832,Katherine,Matthew,Shopping Voucher,Traditional Rakhi,46.56,Cash,Playful,Nervous,Home,Peda,2022
SB-1833,Patricia,Christopher,Trip to Goa,Silver Rakhi,36.82,Sneakers,Joyful,Excited,College Hostel,Barfi,2023
SB-1834,Renee,William,Makeup Kit,Eco-friendly Rakhi,19.65,Cash,Angry,Excited,Office,Rasgulla,2024
SB-1835,Heidi,Thomas,Makeup Kit,Zardosi Rakhi,21.79,Cash,Joyful,Grateful,Cafe,Ladoo,2025
SB-1836,Vanessa,Timothy,Fitness Tracker,Bracelet Rakhi,16.36,Backpack,Joyful,Grateful,Mall,Kaju Katli,2024
SB-1837,Carly,David,Makeup Kit,Lumba Rakhi,25.46,Backpack,Sentimental,Grateful,Home,Peda,2023
SB-1838,Madison,Michael,Fitness Tracker,Silver Rakhi,16.15,Gift Card,Happy,Grateful,Mall,Barfi,2024
SB-1839,Stephanie,Frederick,Books,Zardosi Rakhi,53.55,Sweets Box,Sentimental,Surprised,Mall,Ladoo,2024
SB-1840,Vanessa,Christopher,Perfume,Eco-friendly Rakhi,42.21,Backpack,Sentimental,Shocked,College Hostel,Peda,2023
SB-1841,Stephanie,Ronald,Makeup Kit,Traditional Rakhi,59.2,Backpack,Angry,Happy,Cafe,Gulab Jamun,2022
SB-1842,Gloria,Craig,Designer Handbag,Silver Rakhi,44.74,Backpack,Angry,Shocked,Cafe,Peda,2023
SB-1843,Misty,Timothy,Fitness Tracker,Bracelet Rakhi,20.88,Custom T-shirt,Playful,Nervous,College Hostel,Peda,2022
SB-1844,Caitlyn,Michael,Perfume,Bracelet Rakhi,56.4,Wrist Watch,Angry,Shocked,Office,Jalebi,2024
SB-1845,Nicole,Eric,Gold Ring,Traditional Rakhi,29.29,Sneakers,Playful,Surprised,Office,Kaju Katli,2024
SB-1846,Christine,Nathan,Gold Ring,Traditional Rakhi,14.93,Bluetooth Speaker,Excited,Grateful,Cafe,Rasgulla,2025
SB-1847,Michelle,James,Smartphone,Silver Rakhi,11.6,Sneakers,Joyful,Grateful,College Hostel,Ladoo,2023
SB-1848,Gabriella,Zachary,Perfume,Kundan Rakhi,43.48,Chocolate Hamper,Sentimental,Happy,College Hostel,Kaju Katli,2024
SB-1849,Christine,Timothy,Gold Ring,Eco-friendly Rakhi,25.85,Chocolate Hamper,Sentimental,Grateful,Office,Jalebi,2022
SB-1850,Marie,Daniel,Designer Handbag,Eco-friendly Rakhi,8.99,Wrist Watch,Playful,Nervous,Office,Barfi,2023
SB-1851,Brianna,Robert,Perfume,Eco-friendly Rakhi,41.38,Gift Card,Happy,Happy,Office,Rasgulla,2023
SB-1852,Melissa,John,Makeup Kit,Zardosi Rakhi,9.63,Custom T-shirt,Happy,Shocked,Online Video Call,Ladoo,2023
SB-1853,Brittney,Christopher,Shopping Voucher,Zardosi Rakhi,41.67,Backpack,Sentimental,Happy,Mall,Barfi,2024
SB-1854,Sarah,Bruce,Gold Ring,Kundan Rakhi,27.7,Wrist Watch,Happy,Surprised,Home,Peda,2023
SB-1855,Rachel,Patrick,Fitness Tracker,Lumba Rakhi,49.09,Cash,Angry,Excited,College Hostel,Gulab Jamun,2022
SB-1856,Amanda,Bruce,Trip to Goa,Cartoon Rakhi,20.99,Sweets Box,Happy,Excited,College Hostel,Rasgulla,2024
SB-1857,Tina,Jeremy,Smartphone,Cartoon Rakhi,46.68,Chocolate Hamper,Excited,Excited,Home,Gulab Jamun,2025
SB-1858,Nicole,Gary,Headphones,Bracelet Rakhi,29.47,Custom T-shirt,Excited,Surprised,Home,Gulab Jamun,2022
SB-1859,Susan,Peter,Gold Ring,Eco-friendly Rakhi,57.1,Cash,Joyful,Grateful,Online Video Call,Jalebi,2023
SB-1860,Christina,Lawrence,Designer Handbag,Lumba Rakhi,14.97,Wrist Watch,Playful,Nervous,Mall,Gulab Jamun,2025
SB-1861,Stephanie,Perry,Books,Bracelet Rakhi,23.51,Sneakers,Excited,Nervous,Online Video Call,Peda,2024
SB-1862,Mary,David,Perfume,Cartoon Rakhi,36.36,Bluetooth Speaker,Angry,Nervous,Mall,Gulab Jamun,2023
SB-1863,Tammy,Matthew,Books,Lumba Rakhi,44.25,Chocolate Hamper,Sentimental,Grateful,College Hostel,Jalebi,2022
SB-1864,Christy,Robert,Trip to Goa,Zardosi Rakhi,58.73,Chocolate Hamper,Happy,Excited,Online Video Call,Peda,2024
SB-1865,Alyssa,Douglas,Books,Eco-friendly Rakhi,40.73,Custom T-shirt,Joyful,Surprised,Mall,Rasgulla,2023
SB-1866,Alison,Stephen,Headphones,Cartoon Rakhi,17.29,Bluetooth Speaker,Happy,Surprised,Cafe,Ladoo,2024
SB-1867,Victoria,Scott,Smartphone,Silver Rakhi,43.18,Backpack,Angry,Happy,College Hostel,Peda,2022
SB-1868,Cynthia,Michael,Perfume,Lumba Rakhi,16.71,Wrist Watch,Angry,Excited,College Hostel,Gulab Jamun,2023
SB-1869,Stephanie,Mario,Headphones,Lumba Rakhi,41.48,Bluetooth Speaker,Joyful,Nervous,Cafe,Jalebi,2025
SB-1870,Leslie,Kevin,Books,Traditional Rakhi,10.49,Custom T-shirt,Angry,Nervous,College Hostel,Rasgulla,2023
SB-1871,Michaela,Carlos,Shopping Voucher,Silver Rakhi,18.43,Bluetooth Speaker,Playful,Surprised,Mall,Jalebi,2023
SB-1872,Amber,Daniel,Fitness Tracker,Zardosi Rakhi,41.88,Wrist Watch,Sentimental,Happy,Cafe,Gulab Jamun,2025
SB-1873,Crystal,Chris,Gold Ring,Zardosi Rakhi,41.64,Sweets Box,Happy,Shocked,Cafe,Ladoo,2023
SB-1874,Rebecca,Jorge,Designer Handbag,Bracelet Rakhi,49.46,Custom T-shirt,Excited,Excited,Home,Rasgulla,2022
SB-1875,Shannon,Marc,Headphones,Lumba Rakhi,52.79,Cash,Excited,Surprised,Mall,Barfi,2025
SB-1876,Tammy,Steven,Designer Handbag,Kundan Rakhi,30,Gift Card,Excited,Surprised,College Hostel,Jalebi,2025
SB-1877,Janet,Patrick,Fitness Tracker,Eco-friendly Rakhi,22.1,Cash,Angry,Shocked,Home,Barfi,2023
SB-1878,Holly,Jack,Headphones,Cartoon Rakhi,29.66,Backpack,Sentimental,Excited,Mall,Barfi,2024
SB-1879,Caroline,Douglas,Smartphone,Traditional Rakhi,5.15,Custom T-shirt,Happy,Grateful,Mall,Jalebi,2024
SB-1880,Kathryn,Mark,Designer Handbag,Bracelet Rakhi,33.26,Chocolate Hamper,Happy,Nervous,College Hostel,Kaju Katli,2025
SB-1881,Cindy,Kyle,Gold Ring,Bracelet Rakhi,38.47,Custom T-shirt,Excited,Grateful,Home,Gulab Jamun,2022
SB-1882,Paige,Lawrence,Gold Ring,Zardosi Rakhi,46.17,Wrist Watch,Playful,Grateful,College Hostel,Barfi,2025
SB-1883,Rachel,Steven,Fitness Tracker,Eco-friendly Rakhi,17.34,Chocolate Hamper,Joyful,Excited,Home,Gulab Jamun,2024
SB-1884,Carolyn,Albert,Designer Handbag,Kundan Rakhi,11.11,Backpack,Sentimental,Shocked,Office,Barfi,2023
SB-1885,Susan,Carlos,Makeup Kit,Lumba Rakhi,57.96,Cash,Happy,Happy,Online Video Call,Rasgulla,2025
SB-1886,Ashley,Aaron,Books,Traditional Rakhi,13.92,Gift Card,Sentimental,Happy,College Hostel,Jalebi,2025
SB-1887,Dominique,Derek,Smartphone,Silver Rakhi,34.11,Teddy Bear,Sentimental,Surprised,Mall,Gulab Jamun,2025
SB-1888,Kathleen,Gary,Fitness Tracker,Silver Rakhi,32.71,Backpack,Playful,Nervous,Home,Peda,2025
SB-1889,Whitney,Patrick,Trip to Goa,Silver Rakhi,38.28,Sweets Box,Angry,Shocked,Online Video Call,Barfi,2022
SB-1890,Denise,Richard,Trip to Goa,Eco-friendly Rakhi,33.47,Cash,Angry,Surprised,Office,Ladoo,2022
SB-1891,Jamie,Jeffrey,Smartphone,Eco-friendly Rakhi,47.91,Wrist Watch,Happy,Happy,Office,Barfi,2024
SB-1892,Rachel,Randy,Makeup Kit,Kundan Rakhi,32,Sneakers,Excited,Shocked,Cafe,Jalebi,2022
SB-1893,Elizabeth,Justin,Perfume,Eco-friendly Rakhi,5.08,Cash,Playful,Surprised,Office,Barfi,2023
SB-1894,Tina,Daniel,Designer Handbag,Silver Rakhi,20.65,Backpack,Sentimental,Surprised,Mall,Barfi,2025
SB-1895,Amanda,Daniel,Shopping Voucher,Eco-friendly Rakhi,9.81,Gift Card,Playful,Excited,Mall,Kaju Katli,2022
SB-1896,Jessica,Joshua,Shopping Voucher,Eco-friendly Rakhi,12.49,Teddy Bear,Excited,Happy,Mall,Rasgulla,2024
SB-1897,Elizabeth,Joshua,Headphones,Kundan Rakhi,37.85,Custom T-shirt,Joyful,Excited,Cafe,Ladoo,2023
SB-1898,Angela,Robert,Makeup Kit,Cartoon Rakhi,51.18,Backpack,Excited,Excited,Office,Ladoo,2023
SB-1899,Barbara,Thomas,Smartphone,Silver Rakhi,5.06,Backpack,Playful,Grateful,Online Video Call,Gulab Jamun,2024
SB-1900,Lori,James,Fitness Tracker,Bracelet Rakhi,34.42,Custom T-shirt,Playful,Nervous,College Hostel,Barfi,2023
SB-1901,Kimberly,Seth,Headphones,Traditional Rakhi,17.2,Gift Card,Playful,Shocked,Mall,Peda,2025
SB-1902,Shannon,Edward,Smartphone,Kundan Rakhi,5.47,Sweets Box,Angry,Surprised,Cafe,Rasgulla,2022
SB-1903,Wanda,Jeffrey,Smartphone,Kundan Rakhi,50.62,Custom T-shirt,Angry,Nervous,Online Video Call,Peda,2023
SB-1904,Alicia,Christopher,Trip to Goa,Bracelet Rakhi,36.2,Teddy Bear,Excited,Nervous,Home,Ladoo,2024
SB-1905,Valerie,Douglas,Shopping Voucher,Bracelet Rakhi,8.29,Sneakers,Angry,Grateful,Office,Kaju Katli,2022
SB-1906,Tiffany,Samuel,Designer Handbag,Bracelet Rakhi,28.42,Sneakers,Angry,Excited,Mall,Jalebi,2025
SB-1907,Robin,Nicholas,Gold Ring,Bracelet Rakhi,11.98,Bluetooth Speaker,Sentimental,Shocked,College Hostel,Gulab Jamun,2022
SB-1908,Pamela,Daniel,Smartphone,Zardosi Rakhi,32.27,Cash,Playful,Nervous,College Hostel,Ladoo,2025
SB-1909,Diana,Brandon,Makeup Kit,Bracelet Rakhi,28.45,Chocolate Hamper,Joyful,Shocked,Mall,Kaju Katli,2025
SB-1910,Amy,Jeffery,Designer Handbag,Lumba Rakhi,30.05,Custom T-shirt,Playful,Grateful,College Hostel,Jalebi,2022
SB-1911,Caroline,Michael,Shopping Voucher,Lumba Rakhi,12.98,Sweets Box,Joyful,Surprised,Online Video Call,Barfi,2022
SB-1912,Jessica,Christopher,Shopping Voucher,Kundan Rakhi,52.66,Teddy Bear,Joyful,Grateful,College Hostel,Peda,2022
SB-1913,Victoria,Henry,Fitness Tracker,Zardosi Rakhi,54.75,Chocolate Hamper,Excited,Shocked,Office,Jalebi,2022
SB-1914,Andrea,Marcus,Gold Ring,Bracelet Rakhi,50.08,Backpack,Happy,Happy,College Hostel,Barfi,2024
SB-1915,Jessica,Chad,Trip to Goa,Kundan Rakhi,26.12,Backpack,Excited,Shocked,Home,Peda,2025
SB-1916,Amanda,Jonathan,Shopping Voucher,Traditional Rakhi,10.5,Backpack,Playful,Excited,Office,Jalebi,2024
SB-1917,Jill,Stephen,Makeup Kit,Bracelet Rakhi,43.27,Backpack,Sentimental,Shocked,Mall,Jalebi,2023
SB-1918,Kristen,Matthew,Books,Traditional Rakhi,51,Gift Card,Excited,Happy,Home,Barfi,2025
SB-1919,Amber,Bruce,Books,Kundan Rakhi,46.38,Backpack,Playful,Nervous,Home,Kaju Katli,2022
SB-1920,Tammy,Carlos,Shopping Voucher,Bracelet Rakhi,14.31,Backpack,Happy,Surprised,Online Video Call,Jalebi,2024
SB-1921,Barbara,Christopher,Trip to Goa,Traditional Rakhi,10.08,Gift Card,Joyful,Grateful,Mall,Peda,2022
SB-1922,Ashley,John,Gold Ring,Eco-friendly Rakhi,13.36,Chocolate Hamper,Sentimental,Excited,College Hostel,Jalebi,2023
SB-1923,Latoya,Timothy,Fitness Tracker,Silver Rakhi,41.11,Wrist Watch,Joyful,Shocked,Office,Gulab Jamun,2023
SB-1924,Tracey,Wyatt,Shopping Voucher,Zardosi Rakhi,5.14,Sneakers,Angry,Nervous,Office,Peda,2024
SB-1925,Debbie,Chris,Shopping Voucher,Kundan Rakhi,26.35,Sweets Box,Excited,Grateful,Cafe,Rasgulla,2025
SB-1926,Erica,Ian,Makeup Kit,Bracelet Rakhi,28.54,Sweets Box,Excited,Grateful,Home,Ladoo,2022
SB-1927,Elizabeth,Randall,Makeup Kit,Silver Rakhi,31.64,Backpack,Playful,Excited,Home,Gulab Jamun,2025
SB-1928,Cynthia,David,Headphones,Bracelet Rakhi,58.59,Cash,Happy,Grateful,College Hostel,Peda,2023
SB-1929,Emily,Mark,Headphones,Cartoon Rakhi,56.41,Backpack,Happy,Surprised,College Hostel,Gulab Jamun,2023
SB-1930,Michelle,Manuel,Gold Ring,Eco-friendly Rakhi,41.74,Cash,Sentimental,Nervous,Cafe,Gulab Jamun,2022
SB-1931,Sara,Anthony,Trip to Goa,Lumba Rakhi,39.6,Backpack,Sentimental,Excited,College Hostel,Jalebi,2022
SB-1932,Cynthia,Sean,Fitness Tracker,Cartoon Rakhi,45.22,Sneakers,Happy,Surprised,Online Video Call,Barfi,2023
SB-1933,Kimberly,Robert,Trip to Goa,Zardosi Rakhi,16.71,Sweets Box,Happy,Grateful,Online Video Call,Kaju Katli,2025
SB-1934,Amber,John,Headphones,Cartoon Rakhi,35.37,Cash,Angry,Grateful,Office,Jalebi,2025
SB-1935,Nancy,Timothy,Headphones,Traditional Rakhi,20.73,Cash,Playful,Surprised,Cafe,Kaju Katli,2025
SB-1936,Amanda,Austin,Books,Silver Rakhi,55.65,Gift Card,Angry,Surprised,Cafe,Kaju Katli,2024
SB-1937,Danielle,Daniel,Shopping Voucher,Traditional Rakhi,58.88,Backpack,Playful,Happy,Cafe,Barfi,2025
SB-1938,Shelley,Nicholas,Headphones,Lumba Rakhi,5.04,Sweets Box,Excited,Nervous,College Hostel,Ladoo,2025
SB-1939,Jessica,Paul,Gold Ring,Cartoon Rakhi,10.7,Cash,Sentimental,Excited,Online Video Call,Peda,2024
SB-1940,Amy,Eric,Shopping Voucher,Cartoon Rakhi,17.97,Cash,Excited,Happy,Home,Gulab Jamun,2024
SB-1941,Evelyn,Ryan,Headphones,Zardosi Rakhi,15.21,Sneakers,Joyful,Nervous,Office,Kaju Katli,2023
SB-1942,Heather,Wesley,Books,Lumba Rakhi,43.51,Sneakers,Joyful,Nervous,Home,Gulab Jamun,2025
SB-1943,Pamela,Daniel,Smartphone,Bracelet Rakhi,40.27,Custom T-shirt,Angry,Surprised,Online Video Call,Barfi,2023
SB-1944,Heather,Danny,Trip to Goa,Lumba Rakhi,26.23,Chocolate Hamper,Playful,Nervous,College Hostel,Ladoo,2024
SB-1945,Gina,Luis,Books,Bracelet Rakhi,21.05,Backpack,Joyful,Shocked,Office,Gulab Jamun,2025
SB-1946,Rachel,James,Trip to Goa,Lumba Rakhi,17.71,Cash,Playful,Excited,Home,Peda,2022
SB-1947,Angela,James,Perfume,Cartoon Rakhi,35.33,Cash,Happy,Grateful,Cafe,Kaju Katli,2025
SB-1948,Diane,Karl,Makeup Kit,Traditional Rakhi,25.95,Gift Card,Angry,Grateful,Cafe,Jalebi,2025
SB-1949,Dawn,Donald,Shopping Voucher,Zardosi Rakhi,18.48,Gift Card,Joyful,Surprised,Home,Gulab Jamun,2023
SB-1950,Yesenia,Christian,Headphones,Zardosi Rakhi,12.68,Cash,Excited,Excited,Office,Kaju Katli,2023
SB-1951,Jessica,Darius,Smartphone,Cartoon Rakhi,17.3,Cash,Sentimental,Shocked,Office,Barfi,2022
SB-1952,Madison,Jacob,Smartphone,Eco-friendly Rakhi,40.59,Sneakers,Sentimental,Shocked,College Hostel,Kaju Katli,2023
SB-1953,Allison,Michael,Smartphone,Traditional Rakhi,53.49,Wrist Watch,Joyful,Grateful,Office,Kaju Katli,2023
SB-1954,Kimberly,Thomas,Gold Ring,Zardosi Rakhi,56.13,Wrist Watch,Sentimental,Surprised,Home,Kaju Katli,2022
SB-1955,Samantha,Roy,Smartphone,Kundan Rakhi,28.65,Sneakers,Happy,Grateful,Office,Barfi,2022
SB-1956,Holly,Curtis,Makeup Kit,Lumba Rakhi,56.05,Chocolate Hamper,Angry,Grateful,Home,Gulab Jamun,2023
SB-1957,Veronica,Kyle,Shopping Voucher,Kundan Rakhi,42.85,Gift Card,Playful,Excited,Mall,Gulab Jamun,2022
SB-1958,Heather,Douglas,Smartphone,Bracelet Rakhi,37.52,Backpack,Excited,Shocked,Cafe,Gulab Jamun,2024
SB-1959,Katelyn,Edward,Smartphone,Zardosi Rakhi,9.1,Cash,Angry,Grateful,Home,Rasgulla,2022
SB-1960,Kim,Charles,Fitness Tracker,Silver Rakhi,58.41,Gift Card,Playful,Grateful,College Hostel,Peda,2023
SB-1961,Jacqueline,Samuel,Books,Silver Rakhi,22.81,Chocolate Hamper,Playful,Grateful,College Hostel,Gulab Jamun,2025
SB-1962,Elizabeth,Charles,Books,Eco-friendly Rakhi,9.17,Sneakers,Excited,Shocked,Home,Gulab Jamun,2023
SB-1963,Diana,Edward,Designer Handbag,Kundan Rakhi,49.78,Custom T-shirt,Sentimental,Excited,Mall,Gulab Jamun,2023
SB-1964,Colleen,Gregory,Books,Bracelet Rakhi,45.36,Bluetooth Speaker,Playful,Shocked,College Hostel,Peda,2025
SB-1965,Tina,Benjamin,Perfume,Traditional Rakhi,46.48,Chocolate Hamper,Happy,Excited,Online Video Call,Jalebi,2023
SB-1966,Linda,Roger,Books,Zardosi Rakhi,33.08,Bluetooth Speaker,Angry,Surprised,Mall,Kaju Katli,2023
SB-1967,Shannon,Edward,Fitness Tracker,Silver Rakhi,42.25,Chocolate Hamper,Sentimental,Shocked,Cafe,Ladoo,2023
SB-1968,Mary,Michael,Books,Kundan Rakhi,14.75,Bluetooth Speaker,Playful,Grateful,College Hostel,Jalebi,2022
SB-1969,Jennifer,David,Fitness Tracker,Kundan Rakhi,20.19,Teddy Bear,Angry,Surprised,Home,Rasgulla,2025
SB-1970,Karen,David,Headphones,Silver Rakhi,13.57,Bluetooth Speaker,Sentimental,Surprised,Home,Gulab Jamun,2023
SB-1971,Christina,Robert,Books,Traditional Rakhi,9.51,Chocolate Hamper,Excited,Shocked,Office,Rasgulla,2023
SB-1972,Cathy,Zachary,Makeup Kit,Bracelet Rakhi,36.94,Sweets Box,Excited,Nervous,Cafe,Peda,2024
SB-1973,Yesenia,Richard,Smartphone,Zardosi Rakhi,53.92,Backpack,Angry,Grateful,College Hostel,Peda,2024
SB-1974,Sandra,Benjamin,Trip to Goa,Bracelet Rakhi,24.3,Sneakers,Sentimental,Surprised,Home,Peda,2023
SB-1975,Janet,Mark,Books,Cartoon Rakhi,38.42,Wrist Watch,Joyful,Excited,Home,Jalebi,2023
SB-1976,Sandra,Todd,Shopping Voucher,Lumba Rakhi,7.38,Wrist Watch,Joyful,Happy,Online Video Call,Ladoo,2024
SB-1977,Kelly,Carl,Gold Ring,Silver Rakhi,30.4,Sneakers,Joyful,Shocked,Home,Barfi,2024
SB-1978,Sarah,Frank,Books,Lumba Rakhi,45.81,Custom T-shirt,Angry,Happy,Online Video Call,Barfi,2024
SB-1979,Tara,Ryan,Perfume,Kundan Rakhi,56.48,Cash,Sentimental,Excited,College Hostel,Peda,2024
SB-1980,Mary,Clarence,Smartphone,Zardosi Rakhi,37.36,Teddy Bear,Excited,Shocked,College Hostel,Peda,2024
SB-1981,Nina,Stephen,Trip to Goa,Cartoon Rakhi,12.56,Wrist Watch,Angry,Shocked,Home,Peda,2025
SB-1982,Nicole,Nicholas,Headphones,Silver Rakhi,48.11,Chocolate Hamper,Joyful,Shocked,College Hostel,Ladoo,2022
SB-1983,Tracy,Richard,Smartphone,Lumba Rakhi,26.87,Cash,Sentimental,Nervous,Mall,Gulab Jamun,2024
SB-1984,Rebecca,William,Smartphone,Zardosi Rakhi,11.54,Sweets Box,Excited,Happy,Cafe,Jalebi,2023
SB-1985,Laura,Kenneth,Perfume,Silver Rakhi,12.03,Teddy Bear,Happy,Nervous,Office,Peda,2023
SB-1986,Jennifer,Michael,Gold Ring,Zardosi Rakhi,45.62,Gift Card,Sentimental,Happy,Online Video Call,Gulab Jamun,2022
SB-1987,Melissa,George,Shopping Voucher,Lumba Rakhi,20.44,Wrist Watch,Happy,Grateful,Cafe,Kaju Katli,2025
SB-1988,Stephanie,Nathan,Perfume,Lumba Rakhi,13.67,Sneakers,Angry,Shocked,College Hostel,Barfi,2022
SB-1989,Brittany,Michael,Perfume,Eco-friendly Rakhi,5.08,Sweets Box,Angry,Shocked,Online Video Call,Barfi,2023
SB-1990,Brooke,Daniel,Perfume,Eco-friendly Rakhi,59.83,Sneakers,Happy,Grateful,College Hostel,Barfi,2023
SB-1991,Ana,Eric,Books,Cartoon Rakhi,59.1,Sweets Box,Happy,Shocked,Online Video Call,Rasgulla,2022
SB-1992,Tricia,Clayton,Gold Ring,Zardosi Rakhi,23.97,Wrist Watch,Angry,Surprised,Cafe,Kaju Katli,2023
SB-1993,Rebecca,Isaac,Smartphone,Kundan Rakhi,27.29,Chocolate Hamper,Excited,Shocked,Online Video Call,Gulab Jamun,2025
SB-1994,Jessica,Jacob,Headphones,Zardosi Rakhi,32.09,Sneakers,Excited,Grateful,Office,Jalebi,2022
SB-1995,Caitlin,Dennis,Books,Traditional Rakhi,28.9,Wrist Watch,Happy,Shocked,College Hostel,Barfi,2024
SB-1996,Helen,John,Fitness Tracker,Traditional Rakhi,58.71,Bluetooth Speaker,Playful,Surprised,Office,Barfi,2023
SB-1997,Victoria,Benjamin,Smartphone,Eco-friendly Rakhi,43.96,Chocolate Hamper,Playful,Surprised,College Hostel,Jalebi,2025
SB-1998,Courtney,Richard,Headphones,Eco-friendly Rakhi,44.5,Sweets Box,Angry,Happy,College Hostel,Rasgulla,2025
SB-1999,Allison,Eric,Perfume,Silver Rakhi,28.99,Bluetooth Speaker,Excited,Surprised,Cafe,Kaju Katli,2023
SB-2000,Laura,Charles,Shopping Voucher,Eco-friendly Rakhi,43.61,Cash,Excited,Excited,Home,Gulab Jamun,2022
